email_id,customer_id,opened,clicked,bounced,sent_date,opened_date,clicked_date,email_subject_id,whether opened or not,whether clicked or not,whether bounced,,,
181495,9615,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181496,9616,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181497,9617,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181498,9618,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181499,9619,t,f,f,9/21/2016 15:00,22-09-2016 15:49,,7,1,0,0,,,
181500,9620,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181501,9621,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181502,9622,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181503,9623,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181504,9624,t,f,f,9/21/2016 15:00,22-09-2016 20:25,,7,1,0,0,,,
181505,9626,t,f,f,9/21/2016 15:00,22-09-2016 18:37,,7,1,0,0,,,
181506,9627,t,f,f,9/21/2016 15:00,22-09-2016 16:07,,7,1,0,0,,,
181507,9628,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181508,9629,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181509,9630,t,t,f,9/21/2016 15:00,22-09-2016 08:09,22-09-2016 08:14,7,1,1,0,,,
181510,9631,t,f,f,9/21/2016 15:00,23-09-2016 06:25,,7,1,0,0,,,
181511,9634,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181512,9635,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181513,9638,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181514,9639,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181515,9640,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181516,9641,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181517,9643,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181518,9645,t,f,f,9/21/2016 15:00,23-09-2016 00:36,,7,1,0,0,,,
181519,9647,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181520,9648,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181521,9651,t,f,f,9/21/2016 15:00,22-09-2016 21:38,,7,1,0,0,,,
181522,9654,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181523,9655,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181524,9656,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181525,9657,t,f,f,9/21/2016 15:00,22-09-2016 17:34,,7,1,0,0,,,
181526,9659,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181527,9660,t,f,f,9/21/2016 15:00,22-09-2016 09:43,,7,1,0,0,,,
181528,9661,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181529,9662,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181530,9663,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181531,9664,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181532,9665,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181533,9667,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181534,9668,t,f,f,9/21/2016 15:00,22-09-2016 04:17,,7,1,0,0,,,
181535,9669,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181536,9670,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181537,9671,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181538,9672,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181539,9673,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181540,9674,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181541,9675,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181542,9678,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181543,9680,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181544,9681,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181545,9683,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181546,9684,t,f,f,9/21/2016 15:00,22-09-2016 11:03,,7,1,0,0,,,
181547,9685,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181548,9687,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181549,9691,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181550,9692,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181551,9693,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181552,9696,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181553,9699,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181554,9700,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181555,9701,t,f,f,9/21/2016 15:00,22-09-2016 14:53,,7,1,0,0,,,
181556,9702,t,f,f,9/21/2016 15:00,23-09-2016 02:07,,7,1,0,0,,,
181557,9705,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181558,9706,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181559,9707,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181560,9708,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181561,9709,t,f,f,9/21/2016 15:00,22-09-2016 22:48,,7,1,0,0,,,
181562,9710,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181563,9711,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181564,9712,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181565,9713,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181566,9714,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181567,9717,t,f,f,9/21/2016 15:00,23-09-2016 05:38,,7,1,0,0,,,
181568,9718,t,f,f,9/21/2016 15:00,22-09-2016 20:21,,7,1,0,0,,,
181569,9724,t,f,f,9/21/2016 15:00,23-09-2016 07:27,,7,1,0,0,,,
181570,9725,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181571,9726,t,f,f,9/21/2016 15:00,22-09-2016 17:47,,7,1,0,0,,,
181572,9730,t,f,f,9/21/2016 15:00,22-09-2016 03:59,,7,1,0,0,,,
181573,9733,t,f,f,9/21/2016 15:00,22-09-2016 17:53,,7,1,0,0,,,
181574,9734,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181575,9735,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181576,9736,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181577,9737,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181578,9738,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181579,9739,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181580,9740,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181581,9741,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181582,9742,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181583,9743,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181584,9745,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181585,9746,t,f,f,9/21/2016 15:00,22-09-2016 12:19,,7,1,0,0,,,
181586,9748,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181587,9749,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181588,9750,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181589,9753,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181590,9754,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181591,9756,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181592,9757,t,f,f,9/21/2016 15:00,22-09-2016 17:15,,7,1,0,0,,,
181593,9759,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181594,9760,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181595,9761,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181596,9762,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181597,9763,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181598,9770,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181599,9771,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181600,9772,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181601,9773,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181602,9774,t,f,f,9/21/2016 15:00,22-09-2016 04:15,,7,1,0,0,,,
181603,9775,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181604,9776,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181605,9777,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181606,9779,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181607,9781,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181608,9782,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181609,9784,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181610,9785,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181611,9786,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181612,9787,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181613,9788,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181614,9789,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181615,9790,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181616,9791,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181617,9792,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181618,9793,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181619,9794,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181620,9795,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181621,9796,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181622,9797,t,f,f,9/21/2016 15:00,22-09-2016 16:22,,7,1,0,0,,,
181623,9798,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181624,9800,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181625,9801,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181626,9802,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181627,9803,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181628,9805,t,f,f,9/21/2016 15:00,23-09-2016 01:14,,7,1,0,0,,,
181629,9807,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181630,9808,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181631,9810,t,f,f,9/21/2016 15:00,22-09-2016 05:44,,7,1,0,0,,,
181632,9811,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181633,9812,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181634,9813,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181635,9815,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181636,9816,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181637,9817,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181638,9818,t,f,f,9/21/2016 15:00,22-09-2016 09:01,,7,1,0,0,,,
181639,9819,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181640,9820,t,f,f,9/21/2016 15:00,22-09-2016 13:24,,7,1,0,0,,,
181641,9821,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181642,9823,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181643,9824,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181644,9827,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181645,9829,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181646,9830,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181647,9831,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181648,9833,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181649,9835,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181650,9836,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181651,9838,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181652,9839,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181653,28485,t,f,f,9/21/2016 15:00,22-09-2016 07:12,,7,1,0,0,,,
181654,9840,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181655,9843,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181656,9844,t,t,f,9/21/2016 15:00,22-09-2016 14:57,22-09-2016 14:59,7,1,1,0,,,
181657,9845,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181658,9846,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181659,9850,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181660,9852,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181661,9853,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181662,9856,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181663,9857,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181664,9858,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181665,9861,t,t,f,9/21/2016 15:00,22-09-2016 03:32,22-09-2016 03:37,7,1,1,0,,,
181666,9863,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181667,9864,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181668,9866,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181669,9867,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181670,9868,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181671,9870,t,f,f,9/21/2016 15:00,22-09-2016 19:14,,7,1,0,0,,,
181672,9871,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181673,9873,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181674,9874,t,f,f,9/21/2016 15:00,23-09-2016 06:01,,7,1,0,0,,,
181675,9876,t,f,f,9/21/2016 15:00,22-09-2016 21:36,,7,1,0,0,,,
181676,9878,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181677,9880,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181678,9882,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181679,9883,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181680,9884,t,f,f,9/21/2016 15:00,22-09-2016 13:26,,7,1,0,0,,,
181681,9886,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181682,9887,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181683,9888,t,f,f,9/21/2016 15:00,22-09-2016 20:28,,7,1,0,0,,,
181684,9889,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181685,9890,t,f,f,9/21/2016 15:00,22-09-2016 18:35,,7,1,0,0,,,
181686,9891,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181687,9892,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181688,9893,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181689,9894,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181690,9895,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181691,9897,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181692,9898,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181693,9899,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181694,9900,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181695,9901,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181696,9904,t,t,f,9/21/2016 15:00,22-09-2016 12:59,22-09-2016 13:03,7,1,1,0,,,
181697,9905,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181698,9906,t,t,f,9/21/2016 15:00,22-09-2016 12:16,22-09-2016 12:20,7,1,1,0,,,
181699,9907,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181700,9908,t,f,f,9/21/2016 15:00,22-09-2016 22:13,,7,1,0,0,,,
181701,9911,t,f,f,9/21/2016 15:00,22-09-2016 10:57,,7,1,0,0,,,
181702,9912,t,f,f,9/21/2016 15:00,23-09-2016 04:11,,7,1,0,0,,,
181703,9913,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181704,9916,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181705,9917,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181706,9918,t,f,f,9/21/2016 15:00,22-09-2016 13:40,,7,1,0,0,,,
181707,9919,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181708,9920,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181709,9921,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181710,9922,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181711,9923,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181712,9924,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181713,9925,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181714,9927,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181715,9928,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181716,9929,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181717,9930,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181718,9933,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181719,9934,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181720,9936,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181721,9937,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181722,9938,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181723,9939,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181724,9942,t,f,f,9/21/2016 15:00,22-09-2016 15:45,,7,1,0,0,,,
181725,9943,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181726,9944,t,f,f,9/21/2016 15:00,21-09-2016 17:45,,7,1,0,0,,,
181727,9945,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181728,9946,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181729,9948,t,f,f,9/21/2016 15:00,22-09-2016 23:07,,7,1,0,0,,,
181730,9951,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181731,9952,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181732,9953,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181733,9954,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181734,9956,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181735,9957,t,f,f,9/21/2016 15:00,22-09-2016 11:40,,7,1,0,0,,,
181736,9959,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181737,9960,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181738,9962,t,f,f,9/21/2016 15:00,22-09-2016 08:54,,7,1,0,0,,,
181739,9963,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181740,9964,t,f,f,9/21/2016 15:00,22-09-2016 06:08,,7,1,0,0,,,
181741,9965,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181742,9966,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181743,9968,t,f,f,9/21/2016 15:00,22-09-2016 11:22,,7,1,0,0,,,
181744,9969,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181745,9971,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181746,9972,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181747,9974,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181748,9975,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181749,9976,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181750,9977,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181751,9980,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181752,9982,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181753,9983,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181754,9984,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181755,9986,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181756,9989,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181757,9990,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181758,9992,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181759,9995,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181760,9996,t,f,f,9/21/2016 15:00,22-09-2016 16:47,,7,1,0,0,,,
181761,9997,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181762,9999,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181763,10000,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181764,10001,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181765,10002,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181766,10003,t,f,f,9/21/2016 15:00,22-09-2016 11:02,,7,1,0,0,,,
181767,10005,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181768,10008,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181769,10009,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181770,10010,t,f,f,9/21/2016 15:00,23-09-2016 02:08,,7,1,0,0,,,
181771,10011,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181772,10012,t,f,f,9/21/2016 15:00,22-09-2016 21:45,,7,1,0,0,,,
181773,10015,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181774,10016,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181775,10017,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181776,10018,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181777,10020,t,f,f,9/21/2016 15:00,22-09-2016 05:04,,7,1,0,0,,,
181778,10021,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181779,10022,t,f,f,9/21/2016 15:00,22-09-2016 03:02,,7,1,0,0,,,
181780,10024,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181781,10025,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181782,10029,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181783,10030,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181784,10031,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181785,10032,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181786,10034,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181787,10035,t,f,f,9/21/2016 15:00,22-09-2016 09:28,,7,1,0,0,,,
181788,10039,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181789,10040,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181790,10043,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181791,10044,t,f,f,9/21/2016 15:00,22-09-2016 06:22,,7,1,0,0,,,
181792,10046,t,f,f,9/21/2016 15:00,23-09-2016 02:09,,7,1,0,0,,,
181793,10047,t,f,f,9/21/2016 15:00,23-09-2016 08:46,,7,1,0,0,,,
181794,10048,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181795,10049,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181796,10053,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181797,10054,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181798,10055,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181799,10057,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181800,10058,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181801,10061,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181802,10062,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181803,10064,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181804,10066,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181805,10067,t,f,f,9/21/2016 15:00,22-09-2016 10:51,,7,1,0,0,,,
181806,10068,t,f,f,9/21/2016 15:00,22-09-2016 13:33,,7,1,0,0,,,
181807,10069,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181808,10070,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181809,10071,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181810,10072,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181811,10074,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181812,10075,t,f,f,9/21/2016 15:00,23-09-2016 03:48,,7,1,0,0,,,
181813,10077,t,f,f,9/21/2016 15:00,22-09-2016 07:35,,7,1,0,0,,,
181814,10078,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181815,10080,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181816,10083,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181817,10086,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181818,10087,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181819,10088,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181820,10089,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181821,10090,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181822,10092,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181823,10093,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181824,10094,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181825,10095,t,t,f,9/21/2016 15:00,22-09-2016 23:41,22-09-2016 23:45,7,1,1,0,,,
181826,10096,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181827,10098,t,f,f,9/21/2016 15:00,22-09-2016 18:15,,7,1,0,0,,,
181828,10099,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181829,10100,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181830,10101,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181831,10102,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181832,10103,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181833,10104,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181834,10106,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181835,10108,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181836,10109,t,f,f,9/21/2016 15:00,22-09-2016 13:33,,7,1,0,0,,,
181837,10111,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181838,10113,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181839,10114,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181840,10115,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181841,10116,t,f,f,9/21/2016 15:00,23-09-2016 00:41,,7,1,0,0,,,
181842,10119,t,f,f,9/21/2016 15:00,22-09-2016 20:12,,7,1,0,0,,,
181843,10120,t,f,f,9/21/2016 15:00,22-09-2016 18:11,,7,1,0,0,,,
181844,10124,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181845,10125,t,f,f,9/21/2016 15:00,22-09-2016 07:29,,7,1,0,0,,,
181846,10127,t,f,f,9/21/2016 15:00,23-09-2016 08:24,,7,1,0,0,,,
181847,10128,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181848,10129,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181849,10130,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181850,10132,t,f,f,9/21/2016 15:00,22-09-2016 10:14,,7,1,0,0,,,
181851,10133,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181852,10134,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181853,10135,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181854,10136,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181855,10137,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181856,10141,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
181857,10144,t,f,f,9/21/2016 15:00,22-09-2016 19:22,,7,1,0,0,,,
181858,10145,f,f,f,9/21/2016 15:00,,,7,0,0,0,,,
